order_id,customer_id,order_date,product_category,unit_price,quantity,discount_pct
ORD502462,C101727,2024-09-27,Apparel,130.8,1,0.0
ORD500802,C100591,2024-10-05,Electronics,684.88,1,0.0
ORD500142,C100110,2023-09-22,Electronics,157.36,1,
ORD503109,C102178,2024-05-05,Beauty,48.05,1,0.0
ORD503468,C102401,2024-02-09,Home & Kitchen,20.48,1,0.0
ORD501270,C100904,2024-01-14,Beauty,8.18,1,0.0
ORD503120,C102183,2024-05-06,Apparel,102.01,1,0.0
ORD503319,C102313,2023-04-03,Toys,94.91,1,0.0
ORD500297,C100211,2024-08-16,Home & Kitchen,25.24,1,0.0
ORD503561,C102470,2024-10-22,Apparel,36.67,2,
ORD501875,C101299,2024-09-02,Beauty,20.04,3,0.0
ORD501484,C101047,2024-11-30,Books,11.12,3,0.0
ORD501892,C101320,2023-10-19,Home & Kitchen,76.03,1,0.0
ORD500448,C100323,2024-10-22,Apparel,138.88,1,0.0
ORD503012,C102110,2023-12-03,Books,14.93,1,0.15
ORD501218,C100872,2024-07-02,Electronics,464.93,3,0.0
ORD502475,C101733,2024-10-20,Home & Kitchen,187.16,1,0.1
ORD501059,C100754,2024-05-31,Electronics,99.53,1,0.2
ORD503492,C102415,2024-03-30,Beauty,25.3,1,0.0
ORD500637,C100457,2024-10-28,Sports & Outdoors,164.58,1,0.0
ORD502264,C101595,2023-06-04,Toys,117.19,1,0.0
ORD502245,C101580,2024-08-02,Home & Kitchen,52.25,2,0.0
ORD502540,C101769,2023-12-07,Home & Kitchen,225.91,2,0.0
ORD500148,C100113,2024-12-21,Electronics,532.87,1,0.15
ORD501704,C101172,2024-12-17,Toys,71.84,2,0.0
ORD500752,C100548,2024-04-14,Home & Kitchen,240.51,3,0.0
ORD500653,C100462,2024-07-25,Toys,33.94,2,0.1
ORD500667,C100471,2024-12-27,Beauty,73.39,1,0.0
ORD500406,C100295,2024-01-02,Sports & Outdoors,23.0,1,0.0
ORD502435,C101714,2024-04-22,Books,42.13,1,0.0
ORD502383,C101681,2023-03-08,Books,41.66,2,0.15
ORD501658,C101137,2023-10-27,Home & Kitchen,79.02,2,0.1
ORD503221,C102252,2023-07-31,Home & Kitchen,188.7,1,0.1
ORD502282,C101608,2024-07-28,Toys,58.3,1,0.0
ORD500394,C100284,2024-07-29,Sports & Outdoors,179.78,1,0.15
ORD502401,C101690,2024-07-20,Toys,73.31,1,0.1
ORD502576,C101789,2024-09-26,Home & Kitchen,167.63,1,0.0
ORD503159,C102211,2024-09-20,Electronics,187.2,1,0.0
ORD502554,C101777,2023-08-19,Books,6.34,2,0.0
ORD501546,C101077,2024-08-13,Home & Kitchen,102.69,1,0.0
ORD501963,C101370,2024-10-15,Home & Kitchen,204.03,1,0.0
ORD500793,C100588,2024-12-28,Sports & Outdoors,37.77,1,0.0
ORD501820,C101264,2024-01-17,Beauty,7.74,1,0.0
ORD503223,C102253,2024-02-26,Beauty,82.55,1,0.1
ORD500591,C100427,2024-10-17,Home & Kitchen,81.11,1,0.0
ORD500929,C100673,2023-12-26,Home & Kitchen,51.67,1,0.15
ORD502060,C101436,2024-07-24,Electronics,787.62,2,0.0
ORD501994,C101393,2024-08-10,Books,41.78,2,0.0
ORD500945,C100682,2024-11-04,Apparel,83.02,1,0.1
ORD500169,C100127,2024-11-20,Beauty,29.99,1,0.0
ORD500012,C100007,2024-06-09,Toys,42.87,1,0.0
ORD501468,C101036,2024-11-13,Electronics,641.72,1,0.0
ORD503428,C102387,2024-11-19,Home & Kitchen,145.48,1,0.0
ORD501415,C101011,2024-10-10,Toys,60.86,2,0.0
ORD501601,C101106,2024-03-23,Home & Kitchen,27.75,1,0.0
ORD501443,C101026,2023-05-12,Beauty,50.39,2,0.1
ORD503541,C102459,2023-08-11,Books,8.09,1,0.0
ORD500111,C100085,2024-08-29,Sports & Outdoors,242.63,2,0.0
ORD503556,C102465,2024-10-30,Apparel,12.88,1,0.1
ORD502779,C101925,2023-05-17,Electronics,40.58,2,0.0
ORD501865,C101290,2024-08-18,Sports & Outdoors,113.26,1,0.0
ORD501619,C101112,2024-09-04,Beauty,62.67,1,0.0
ORD500698,C100494,2023-10-05,Books,6.26,1,0.0
ORD503002,C102107,2024-05-19,Beauty,78.25,1,0.2
ORD500329,C100232,2023-05-31,Sports & Outdoors,285.09,1,0.1
ORD502214,C101557,2024-10-22,Sports & Outdoors,86.7,1,0.0
ORD500806,C100595,2024-10-31,Beauty,66.65,1,0.0
ORD500284,C100201,2024-10-28,Apparel,133.21,1,0.15
ORD503255,C102266,2024-08-02,Toys,88.47,1,0.0
ORD501432,C101018,2023-02-21,Beauty,89.82,1,0.0
ORD500521,C100369,2024-09-17,Toys,31.34,3,0.1
ORD500594,C100428,2023-05-12,Apparel,85.03,2,0.0
ORD502301,C101624,2024-10-05,Sports & Outdoors,299.03,1,0.0
ORD501661,C101139,2024-02-10,Sports & Outdoors,73.7,2,0.2
ORD502652,C101844,2024-10-17,Apparel,72.69,2,0.1
ORD501987,C101390,2024-10-30,Beauty,31.03,1,0.0
ORD501745,C101205,2024-12-20,Home & Kitchen,15.75,1,0.0
ORD501132,C100805,2024-11-21,Beauty,80.66,1,0.0
ORD500791,C100587,2024-07-31,Sports & Outdoors,243.95,1,0.15
ORD501843,C101279,2024-09-01,Electronics,164.18,1,0.0
ORD501563,C101085,2024-11-29,Sports & Outdoors,145.42,1,0.0
ORD500626,C100446,2023-10-03,Sports & Outdoors,202.51,1,0.1
ORD501969,C101375,2024-12-04,Beauty,50.2,2,0.0
ORD501056,C100751,2023-06-10,Electronics,799.35,1,0.2
ORD500514,C100368,2023-04-17,Sports & Outdoors,292.22,1,0.15
ORD502088,C101453,2023-07-22,Toys,30.33,1,0.0
ORD503026,C102117,2024-10-13,Apparel,15.83,2,0.0
ORD500472,C100345,2024-10-16,Books,41.01,3,0.0
ORD500242,C100178,2024-10-22,Sports & Outdoors,229.2,1,0.1
ORD503584,C102481,2024-12-21,Beauty,89.29,2,0.0
ORD500268,C100190,2024-06-13,Home & Kitchen,106.42,1,0.1
ORD503524,C102448,2024-09-01,Beauty,9.86,1,0.0
ORD501689,C101163,2024-05-08,Home & Kitchen,69.97,1,
ORD501219,C100872,2024-02-04,Sports & Outdoors,18.59,1,0.0
ORD502050,C101432,2023-10-28,Toys,74.76,1,0.0
ORD502940,C102050,2024-05-08,Electronics,346.6,2,0.0
ORD500814,C100601,2024-07-16,Books,29.39,1,0.0
ORD502272,C101602,2024-08-10,Books,23.38,2,0.0
ORD500295,C100209,2024-12-13,Toys,62.31,1,0.0
ORD502720,C101882,2024-09-11,Sports & Outdoors,178.3,1,0.0
ORD501864,C101290,2023-10-16,Electronics,130.52,1,0.0
ORD502203,C101547,2024-08-17,Beauty,13.3,1,0.0
ORD502979,C102082,2024-04-28,Beauty,8.21,1,0.0
ORD501034,C100739,2024-11-21,Beauty,35.56,2,0.0
ORD501365,C100973,2024-07-30,Toys,17.85,1,0.0
ORD502519,C101758,2024-02-22,Apparel,142.87,1,0.2
ORD500131,C100099,2024-03-09,Sports & Outdoors,117.69,1,0.0
ORD500570,C100410,2023-10-28,Sports & Outdoors,207.73,1,0.0
ORD501631,C101124,2024-10-14,Apparel,146.35,1,0.0
ORD500523,C100371,2024-11-30,Electronics,712.37,1,0.0
ORD500983,C100707,2024-05-01,Electronics,881.97,1,0.0
ORD500108,C100083,2024-11-28,Books,33.25,1,0.0
ORD503014,C102110,2024-10-11,Apparel,33.08,1,0.0
ORD502408,C101691,2024-12-07,Apparel,145.3,1,0.0
ORD501641,C101128,2024-12-10,Beauty,33.62,1,0.1
ORD502136,C101484,2023-10-23,Sports & Outdoors,52.41,1,0.0
ORD503249,C102260,2023-04-13,Books,24.21,1,0.0
ORD502183,C101531,2023-01-11,Sports & Outdoors,146.77,1,0.0
ORD502869,C102003,2024-07-26,Toys,111.72,1,0.0
ORD501920,C101334,2024-07-16,Books,34.84,1,0.0
ORD502078,C101446,2024-12-26,Books,5.87,1,0.0
ORD500446,C100323,2024-12-10,Toys,87.46,3,
ORD500743,C100538,2024-09-19,Electronics,492.55,1,0.1
ORD503286,C102291,2023-10-25,Beauty,30.85,1,0.0
ORD500564,C100405,2024-01-25,Books,27.94,1,0.2
ORD503275,C102281,2024-04-30,Books,25.47,1,
ORD500735,C100535,2023-08-28,Home & Kitchen,218.12,1,0.0
ORD500314,C100224,2024-06-06,Sports & Outdoors,271.69,1,0.0
ORD501262,C100900,2023-02-27,Toys,32.93,1,0.0
ORD503189,C102227,2024-12-06,Home & Kitchen,163.61,1,0.0
ORD503197,C102233,2024-05-27,Books,12.94,1,0.0
ORD502094,C101461,2023-12-03,Apparel,17.38,1,0.2
ORD503362,C102350,2024-09-14,Home & Kitchen,151.07,1,0.15
ORD501414,C101011,2024-11-26,Electronics,549.46,1,0.0
ORD500580,C100415,2024-06-06,Toys,75.49,2,0.0
ORD501036,C100741,2024-10-19,Electronics,297.62,3,0.0
ORD501110,C100787,2024-05-27,Toys,88.67,1,0.0
ORD503361,C102350,2024-02-03,Electronics,325.03,1,0.0
ORD500006,C100004,2024-10-23,Books,31.01,1,0.0
ORD500668,C100472,2023-12-26,Apparel,89.6,1,0.0
ORD501431,C101018,2023-04-25,Electronics,225.94,1,0.0
ORD503177,C102221,2024-03-15,Beauty,56.85,1,0.1
ORD502737,C101897,2024-10-09,Sports & Outdoors,243.97,1,0.0
ORD502191,C101538,2024-06-25,Sports & Outdoors,162.73,1,0.0
ORD500586,C100421,2024-10-31,Books,33.09,1,0.0
ORD503263,C102273,2024-08-06,Beauty,27.19,1,0.0
ORD501125,C100799,2024-01-06,Apparel,20.36,1,0.0
ORD503193,C102229,2024-12-25,Toys,59.18,1,0.2
ORD500838,C100612,2024-11-30,Apparel,68.41,3,0.0
ORD502489,C101739,2023-06-02,Electronics,234.3,1,0.0
ORD503363,C102352,2024-08-10,Electronics,722.13,1,0.0
ORD501342,C100960,2024-07-06,Beauty,32.39,1,0.0
ORD503128,C102191,2024-01-07,Apparel,95.61,3,0.0
ORD501873,C101298,2024-01-15,Books,15.98,1,0.0
ORD503585,C102483,2024-06-10,Toys,96.83,1,0.0
ORD500980,C100705,2024-02-29,Electronics,569.17,1,0.0
ORD502251,C101584,2024-08-08,Home & Kitchen,54.47,2,0.2
ORD501462,C101034,2024-09-07,Electronics,292.69,2,
ORD502130,C101482,2024-01-04,Beauty,75.96,1,0.0
ORD501057,C100752,2024-11-21,Apparel,133.68,1,0.0
ORD500758,C100555,2024-02-20,Sports & Outdoors,56.58,1,0.0
ORD500321,C100227,2024-09-30,Toys,74.18,1,0.0
ORD500467,C100339,2024-11-22,Apparel,59.5,1,0.0
ORD501677,C101151,2024-01-25,Beauty,35.29,1,
ORD502689,C101863,2024-09-18,Apparel,133.16,1,0.0
ORD501548,C101078,2024-11-19,Sports & Outdoors,79.73,1,0.2
ORD500569,C100410,2024-12-25,Sports & Outdoors,245.59,1,0.0
ORD501993,C101393,2024-06-09,Beauty,7.68,1,0.0
ORD500447,C100323,2024-12-30,Beauty,15.81,1,0.0
ORD500947,C100684,2024-10-23,Books,32.93,1,0.0
ORD503366,C102354,2024-01-17,Toys,110.23,1,0.0
ORD501533,C101070,2024-07-13,Beauty,57.24,1,0.1
ORD503480,C102407,2024-11-26,Apparel,142.24,1,0.0
ORD500325,C100231,2024-12-20,Books,15.43,2,0.0
ORD501329,C100952,2024-05-02,Apparel,127.78,1,0.0
ORD502049,C101432,2024-02-26,Books,13.97,3,0.0
ORD502270,C101600,2023-08-17,Toys,109.36,1,0.0
ORD501184,C100846,2023-11-21,Sports & Outdoors,251.74,1,0.0
ORD501419,C101011,2024-09-18,Apparel,124.93,1,
ORD502722,C101886,2024-11-28,Toys,116.25,2,0.0
ORD502011,C101403,2023-09-02,Sports & Outdoors,294.34,1,0.0
ORD502814,C101961,2024-12-20,Books,18.28,2,0.0
ORD502990,C102094,2024-10-12,Beauty,64.57,1,0.1
ORD501067,C100759,2024-10-29,Electronics,701.12,1,0.0
ORD502588,C101796,2024-11-13,Electronics,755.31,2,0.0
ORD500356,C100250,2023-09-02,Electronics,541.77,-1,0.0
ORD501324,C100950,2023-04-23,Toys,107.97,1,0.0
ORD500842,C100617,2024-01-30,Toys,11.41,1,0.2
ORD501488,C101052,2024-10-20,Home & Kitchen,70.54,1,0.15
ORD500478,C100348,2023-06-21,Beauty,25.83,2,0.0
ORD500720,C100519,2024-10-14,Books,5.24,1,0.0
ORD501343,C100960,2024-02-09,Toys,62.57,1,0.0
ORD502186,C101534,2024-08-05,Toys,97.0,1,0.0
ORD500175,C100128,2024-04-26,Toys,80.61,1,0.0
ORD502938,C102049,2024-09-14,Toys,39.62,1,0.0
ORD503098,C102169,2024-11-28,Home & Kitchen,217.02,1,0.0
ORD501029,C100738,2024-10-14,Electronics,246.55,1,0.0
ORD501066,C100759,2024-07-26,Electronics,319.85,1,0.0
ORD502913,C102029,2024-08-23,Toys,53.14,1,0.0
ORD501437,C101021,2024-02-01,Sports & Outdoors,154.31,1,0.0
ORD501801,C101254,2024-09-28,Toys,85.72,1,0.0
ORD503170,C102219,2024-05-24,Electronics,422.6,1,0.0
ORD500231,C100164,2023-11-17,Electronics,164.7,1,0.0
ORD502641,C101834,2024-07-27,Sports & Outdoors,191.38,1,0.0
ORD500629,C100449,2023-09-19,Toys,95.64,1,0.1
ORD501450,C101027,2024-03-07,Apparel,102.32,2,0.1
ORD502354,C101661,2024-03-10,Books,34.97,1,0.0
ORD500589,C100424,2023-12-01,Home & Kitchen,136.11,1,0.0
ORD502622,C101821,2024-11-13,Home & Kitchen,157.33,1,0.0
ORD501721,C101181,2024-11-23,Toys,46.74,1,0.1
ORD502200,C101544,2023-09-22,Toys,59.92,1,0.0
ORD500767,C100565,2024-10-19,Home & Kitchen,216.97,1,0.0
ORD501804,C101255,2024-09-24,Beauty,56.08,1,0.0
ORD503113,C102178,2024-05-20,Sports & Outdoors,128.93,1,0.0
ORD500531,C100373,2024-12-16,Beauty,68.09,1,0.2
ORD502841,C101985,2024-11-03,Books,7.53,1,0.0
ORD502882,C102010,2024-07-26,Apparel,145.94,3,0.0
ORD501630,C101121,2024-08-20,Sports & Outdoors,200.99,2,0.0
ORD501385,C100988,2024-06-27,Sports & Outdoors,156.74,1,0.0
ORD502237,C101574,2023-07-03,Electronics,620.33,1,0.0
ORD501979,C101383,2024-10-28,Toys,23.05,1,0.0
ORD501636,C101127,2024-10-08,Toys,25.74,1,0.0
ORD500611,C100436,2024-05-10,Sports & Outdoors,261.62,1,0.2
ORD502380,C101677,2024-03-08,Beauty,65.83,1,0.0
ORD502367,C101669,2024-06-28,Toys,54.73,1,0.0
ORD501396,C100992,2024-01-27,Beauty,23.51,1,0.2
ORD500150,C100115,2024-05-26,Home & Kitchen,114.12,1,0.0
ORD500517,C100368,2024-02-10,Toys,17.11,1,0.0
ORD501532,C101070,2024-07-21,Beauty,14.55,1,0.0
ORD502180,C101527,2023-06-04,Books,16.66,2,0.0
ORD503378,C102359,2024-06-24,Books,10.7,1,0.0
ORD502667,C101851,2023-07-17,Toys,25.18,2,0.0
ORD502106,C101471,2024-05-30,Electronics,669.24,1,0.0
ORD501569,C101086,2024-11-10,Home & Kitchen,143.81,1,0.2
ORD500833,C100612,2024-07-25,Toys,62.77,2,0.0
ORD501349,C100966,2024-03-05,Sports & Outdoors,245.18,1,0.0
ORD501929,C101343,2024-12-14,Sports & Outdoors,185.3,1,0.1
ORD503491,C102415,2024-09-06,Electronics,464.86,1,0.0
ORD501708,C101172,2023-12-22,Books,16.4,1,0.0
ORD501062,C100756,2024-06-17,Sports & Outdoors,127.98,1,0.0
ORD500563,C100404,2023-12-22,Home & Kitchen,224.9,1,0.15
ORD501885,C101313,2024-09-07,Toys,67.56,1,0.0
ORD503594,C102488,2024-03-06,Apparel,145.19,1,0.0
ORD502581,C101792,2024-06-21,Books,35.37,2,0.0
ORD502261,C101594,2024-07-09,Electronics,259.84,1,0.0
ORD501073,C100762,2024-10-27,Beauty,23.74,3,0.0
ORD503269,C102276,2023-11-09,Electronics,277.43,2,0.1
ORD503024,C102114,2024-10-04,Books,31.65,2,0.0
ORD500230,C100164,2024-04-24,Electronics,834.56,1,0.0
ORD503083,C102156,2024-10-01,Apparel,99.05,1,0.0
ORD500603,C100434,2023-12-18,Electronics,469.85,1,0.0
ORD501628,C101120,2024-03-24,Home & Kitchen,124.94,1,0.0
ORD501545,C101075,2024-09-30,Apparel,84.24,3,0.0
ORD500220,C100155,2024-11-23,Electronics,733.77,1,0.0
ORD503327,C102320,2023-05-13,Beauty,42.78,2,0.0
ORD502098,C101462,2023-07-09,Home & Kitchen,20.6,1,0.0
ORD502733,C101895,2024-09-04,Home & Kitchen,55.35,2,0.0
ORD502418,C101698,2024-01-26,Electronics,105.76,1,0.0
ORD503478,C102404,2023-12-07,Toys,115.32,1,0.0
ORD500115,C100090,2024-07-01,Apparel,49.4,1,0.1
ORD501591,C101100,2023-12-23,Home & Kitchen,135.78,1,0.0
ORD500695,C100493,2024-08-08,Sports & Outdoors,194.84,1,0.0
ORD502935,C102047,2024-04-08,Beauty,47.33,1,0.15
ORD500246,C100180,2024-12-21,Toys,96.55,2,0.2
ORD500734,C100534,2024-08-23,Home & Kitchen,73.89,1,
ORD500412,C100299,2023-11-11,Sports & Outdoors,59.48,1,0.0
ORD500665,C100470,2024-10-23,Toys,43.98,1,0.0
ORD501576,C101091,2024-04-22,Electronics,615.24,1,0.0
ORD503482,C102407,2024-08-05,Toys,103.4,1,0.0
ORD501528,C101068,2024-12-26,Toys,78.14,2,0.0
ORD502370,C101670,2024-09-13,Apparel,78.43,2,0.0
ORD501877,C101301,2023-11-21,Home & Kitchen,112.5,1,0.0
ORD501015,C100730,2024-08-08,Beauty,75.34,1,0.0
ORD503271,C102277,2023-05-26,Home & Kitchen,191.48,1,0.0
ORD501519,C101065,2024-05-09,Apparel,95.87,1,0.0
ORD500928,C100673,2024-12-12,Books,24.98,1,0.0
ORD502472,C101731,2024-11-10,Home & Kitchen,148.75,1,0.0
ORD500544,C100383,2024-02-25,Home & Kitchen,28.46,3,0.0
ORD501328,C100952,2024-10-24,Apparel,107.06,1,0.2
ORD502905,C102023,2024-02-29,Apparel,135.9,1,0.0
ORD502800,C101944,2024-04-03,Sports & Outdoors,186.81,1,0.2
ORD502054,C101435,2023-04-09,Apparel,71.27,1,0.0
ORD500606,C100435,2024-07-21,Home & Kitchen,214.18,1,0.1
ORD500194,C100139,2024-05-12,Beauty,75.66,1,0.0
ORD501178,C100846,2023-10-24,Books,28.58,1,0.0
ORD503042,C102128,2023-06-10,Books,25.72,1,0.1
ORD500428,C100308,2023-10-03,Sports & Outdoors,223.04,1,0.0
ORD500781,C100578,2024-09-24,Home & Kitchen,100.69,2,0.0
ORD502059,C101435,2023-06-07,Home & Kitchen,21.14,1,0.0
ORD500690,C100490,2024-12-11,Apparel,140.91,1,0.1
ORD501648,C101132,2024-08-17,Home & Kitchen,171.82,1,0.1
ORD501771,C101228,2023-09-30,Books,44.21,1,0.0
ORD502557,C101778,2024-08-26,Electronics,596.75,1,0.0
ORD501106,C100786,2023-11-08,Electronics,775.71,1,0.0
ORD502141,C101489,2024-07-04,Books,32.26,1,0.0
ORD501932,C101347,2024-10-06,Home & Kitchen,40.06,1,0.0
ORD502312,C101632,2023-05-06,Electronics,194.55,1,0.0
ORD500953,C100691,2024-08-14,Home & Kitchen,115.39,1,0.0
ORD503076,C102151,2023-08-31,Home & Kitchen,140.64,1,0.0
ORD500845,C100618,2023-10-24,Toys,89.4,2,0.0
ORD501438,C101021,2023-06-29,Beauty,23.44,1,0.0
ORD502083,C101451,2024-06-23,Books,20.15,1,0.1
ORD500805,C100595,2024-09-15,Books,42.22,1,0.0
ORD502899,C102018,2024-09-14,Books,28.47,1,0.2
ORD501334,C100953,2024-04-19,Sports & Outdoors,54.94,1,0.0
ORD501474,C101045,2024-06-08,Toys,88.54,1,0.0
ORD502457,C101725,2024-07-28,Beauty,55.82,3,0.2
ORD501152,C100830,2023-08-02,Toys,117.64,2,0.0
ORD500646,C100460,2024-06-01,Beauty,47.98,1,0.0
ORD500468,C100341,2023-10-22,Sports & Outdoors,256.14,1,0.0
ORD500183,C100130,2024-04-03,Beauty,46.03,1,0.1
ORD503211,C102245,2024-10-10,Beauty,72.4,1,0.0
ORD501296,C100924,2024-09-11,Books,9.91,1,0.0
ORD502577,C101790,2024-03-14,Beauty,46.99,1,0.0
ORD501867,C101293,2024-07-01,Books,9.05,1,0.0
ORD501887,C101316,2024-06-30,Apparel,146.96,1,0.0
ORD502241,C101577,2024-10-27,Home & Kitchen,175.0,1,0.15
ORD503047,C102131,2024-12-18,Home & Kitchen,44.96,2,0.0
ORD500232,C100164,2024-05-24,Books,12.01,1,0.0
ORD503215,C102249,2024-11-26,Apparel,22.97,1,0.0
ORD500656,C100464,2024-04-24,Home & Kitchen,207.67,1,0.0
ORD500941,C100680,2024-09-17,Beauty,28.46,2,0.0
